Functional Location Name L4,Functional Location Type L4,Functional Location Id L4,Functional Location Name L3,Functional Location Type L3,Functional Location Id L3,Functional Location Name L2,Functional Location Type L2,Functional Location Id L2,Functional Location Name L1,Functional Location Type L1,Functional Location Id L1,Asset Id,Asset Name,Asset Status
DoH Tasmania,Organisation,100095,South,Region,100094,Wilfred Lopes Secure Mental Health Facility (WLSMHF),Site,102215,ADEH Administration Building,Building,101710,BLD163226,WLSMHF ADEH Administration Building (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Community Equipment Scheme,Building,101985,BLD163269,MCHP Community Equipment Scheme (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Holyoake (HYK),Site,102129,Alcohol & Drugs Service,Building,101922,BLD163246,HYK Alcohol & Drugs Service (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Howrah Child Health Centre (HCHC),Site,102133,Child Health Centre,Building,101986,BLD163118,HCHC Child Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Lenah Valley Child Health Clinic (LVCHC),Site,102147,Child Health Centre,Building,101833,BLD163115,LVCHC Child Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Huonville Community Health Centre (HUCHC),Site,102135,Community Health Centre,Building,101772,BLD163213,HUCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Alcohol and Drug Service (NWADS),Site,102205,Alcohol & Drugs Service,Building,101880,BLD163148,NWADS Alcohol & Drugs Service (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Ravenswood Community Health Centre (RCHC),Site,102153,Community Health Centre,Building,101705,BLD163145,RCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Summerhill Child Health Centre (SHCHC),Site,102195,Child Health Centre,Building,101907,BLD163349,SHCHC Child Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Brighton Community Health Centre (BCHC),Site,102094,Community Health Centre,Building,101745,BLD163180,BCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Bowls Club,Building,101834,BLD163091,SJP Bowls Club (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Boiler House,Building,101808,BLD163090,SJP Boiler House (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,1831 South Building,Building,101801,BLD163374,SJP 1831 South Building (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,May Shaw Health Centre (MSHC),Site,102216,Aged Care Units,Building,101915,BLD163181,MSHC Aged Care Units (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Amenities Building,Building,101703,BLD163099,SJP Amenities Building (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Central Coast Community Health Centre (CCCHC),Site,102206,Community Health Centre,Building,101713,BLD163152,CCCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Chalet 1 Alan Rodgers,Building,101819,BLD163314,SJP Chalet 1 Alan Rodgers (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Ulverstone Child Health Centre (UCHC),Site,102204,Child Health Centre,Building,101912,BLD163151,UCHC Child Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,19 St Johns Avenue,Building,101843,BLD163136,SJP 19 St Johns Avenue (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Rosebery Community Health Centre (RBCHC),Site,102179,Community Health Centre,Building,101780,BLD163140,RBCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Mary's Community Health Centre (SMCHC),Site,102192,Child Care Centre,Building,101692,BLD163172,SMCHC Child Care Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Perth Child Health Centre (PCHC),Site,102171,Child Health Centre,Building,102054,BLD163162,PCHC Child Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Kings Meadows Community Health Centre (KMCHC),Site,102137,Community Health Centre,Building,101681,BLD163149,KMCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cygnet Community Health Centre (CYCHC),Site,102109,Community Health Centre,Building,101846,BLD163187,CYCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Carruthers Building,Building,101848,BLD163371,SJP Carruthers Building (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Smithton District Hospital Precinct (SDHP),Site,102185,Carport,Building,102014,BLD163306,SDHP Carport (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Lauderdale Child Health Clinic (LCHC),Site,102141,Child Health Centre,Building,101968,BLD163209,LCHC Child Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Risdon Vale Community Health Centre (RVCHC),Site,102177,Community Health Centre,Building,101706,BLD163133,RVCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,15 St Johns Avenue,Building,101844,BLD163093,SJP 15 St Johns Avenue (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,Aged Care Units,Building,101764,BLD163340,KIDHCHC Aged Care Units (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Chimney Villa,Building,102076,BLD163106,LGHP Chimney Villa (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Auxiliary Storage Building,Building,101738,BLD163342,RPTC Auxiliary Storage Building (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cygnet Child Care Centre (CCCC),Site,102110,Child Care Centre,Building,101845,BLD163221,CCCC Child Care Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Chalet 2 Rechabite Chalet,Building,101791,BLD163317,SJP Chalet 2 Rechabite Chalet (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Serenity House Drug and Alcohol Centre (STYH),Site,102194,Alcohol & Drugs Service,Building,101878,BLD163153,STYH Alcohol & Drugs Service (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Clare House MHS (CHMHS),Site,102162,Administration offices (0005),Building,102031,BLD163324,CHMHS Administration offices (0005) (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,James Muir Community Health Centre (JMCHC),Site,102211,Community Health Centre,Building,101711,BLD163166,JMCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Administration Building,Building,101707,BLD163228,SJP Administration Building (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,North Hobart Child Health Centre (NHCHC),Site,102164,Child Health Centre,Building,101847,BLD163179,NHCHC Child Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenora (GLA),Site,102131,Child Care Centre,Building,101974,BLD163354,GLA Child Care Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Devonport Community Health Centre (DCHC),Site,102113,Community Health Centre,Building,101746,BLD163128,DCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,1831 North Building,Building,101676,BLD163377,SJP 1831 North Building (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Longford Community Health Centre (LFCHC),Site,102149,Community Health Centre,Building,101842,BLD163295,LFCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Bruny Island Community Health Centre Precinct (BICHCP),Site,102090,Community Health Centre,Building,101771,BLD163231,BICHCP Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,South Hobart Child Health Centre (STHHCHC),Site,102188,Child Health Centre,Building,101701,BLD163130,STHHCHC Child Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Clive Hamilton Building,Building,101828,BLD163096,SJP Clive Hamilton Building (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Admin & Allied Health,Building,101936,BLD163268,MCHP Admin & Allied Health (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Millbrook Rise (MBR),Site,102157,Clyde Unit,Building,101785,BLD163219,MBR Clyde Unit (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Wilfred Lopes Secure Mental Health Facility (WLSMHF),Site,102215,ADEH Gatehouse,Building,101724,BLD163256,WLSMHF ADEH Gatehouse (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Sorell Community Health Centre (SCHC),Site,102187,Community Health Centre,Building,101803,BLD163211,SCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,21 St Johns Avenue,Building,101694,BLD163135,SJP 21 St Johns Avenue (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Westbury Community Health Centre (WCHC),Site,102207,Community Health Centre,Building,101717,BLD163185,WCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,St Mary's Community Health Centre (SMCHC),Site,102192,Community Health Centre,Building,101678,BLD163168,SMCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Beaconsfield District Health Centre (BDHC),Site,102092,Admin & Allied Health,Building,101750,BLD163129,BDHC Admin & Allied Health (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Allambie Building,Building,102025,BLD163112,LGHP Allambie Building (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,St Johns Park (SJP),Site,102161,Church,Building,101688,BLD163384,SJP Church (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Clare House MHS (CHMHS),Site,102162,Administration offices (0937),Building,102048,BLD163400,CHMHS Administration offices (0937) (BUILDING) ,Active
DoH Tasmania,Organisation,100095,South,Region,100094,Central Highlands Community Health Centre (CHCHC),Site,102170,Community Health Centre,Building,101790,BLD163174,CHCHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Community Outreach Building,Building,101674,BLD163201,RPTC Community Outreach Building (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Statton Building,Building,101737,BLD163239,RPTC Statton Building (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - J Block,Building,101900,BLD163254,RHHP RHH - J Block (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Repat Centre (RPTC),Site,102127,Peacock Building,Building,101679,BLD163203,RPTC Peacock Building (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH Forecourt Coffee shop,Building,101874,BLD163331,RHHP RHH Forecourt Coffee shop (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Cape Barren Island - Lady Barron Health Centre,Building,104880,BLD163438,(FIMPSC) Cape Barren Island - Lady Barron Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Moonah Child Health Centre (MCHC),Site,104775,Moonah Child Health Centre,Building,104776,BLD163426,(MCHC) Moonah Child Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Office Pod (Vacant) ,Building,104780,BLD163418,(NWRHP) Office Pod (Vacant)  (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Flinders Island Multi Purpose Service Centre (FIMPSC),Site,102209,Cape Barren Island Health Centre,Building,104877,BLD163433,(FIMPSC) Cape Barren Island Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Gardener Shed,Building,104779,BLD163419,(NWRHP) Gardener Shed (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midlands Multi Purpose Health Centre (MMPHC),Site,102169,Southern Midlands Rural Health Training Site,Building,104875,BLD163434,(MMPHC) Southern Midlands Rural Health Training Site (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Wellington Street Child Health Centre,Building,104874,BLD163435,(LGHP) Wellington Street Child Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Respiratory Clinic,Building,104778,BLD163416,(NWRHP) Respiratory Clinic (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - A Block,Building,101861,BLD163114,RHHP RHH - A Block (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Peacock Centre MHS (PCMHS),Site,102217,Peacock Centre  - Greenhouse,Building,101714,BLD163383,PCMHS Peacock Centre  - Greenhouse (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation  3 x studios (conjoined),Building,104939,BLD163365,NWRHP Patient Accommodation  3 x studios  (conjoined) (2100)(BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.4,Building,104786,BLD163425,(CKF) Storage Container No.4 (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1 x 2 bedroom unit,Building,104938,BLD163417,(NWRHP) Patient Accommodation 1 x 2 bedroom unit (2099)(BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,King Island District Hospital and Community Health Centre (KIDHCHC),Site,102108,District Hospital Loading Bay Roof,Building,104782,BLD163431,(KIDHCHC) District Hospital Loading Bay Roof (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.2,Building,104784,BLD163424,(CKF) Storage Container No.2 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.6,Building,104788,BLD163429,(CKF) Storage Container No.6 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.3,Building,104785,BLD163423,(CKF) Storage Container No.3 (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1 x 2 bedroom unit,Building,104934,BLD163372,NWRHP Patient Accommodation 1 x 2 bedroom unit (2095) (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1 x 2 bedroom unit,Building,104936,BLD163413,(NWRHP) Patient Accommodation 1 x 2 bedroom unit (2097)(BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1 x 2 bedroom unit,Building,104935,BLD163414,(NWRHP) Patient Accommodation 1 x 2 bedroom unit (2096)(BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Patient Accommodation 1 x 2 bedroom unit,Building,104937,BLD163412,(NWRHP) Patient Accommodation 1 x 2 bedroom unit (2098)(BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.5,Building,104787,BLD163427,(CKF) Storage Container No.5 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Cambridge Kitchen Facility (CKF),Site,104777,Storage Container No.1,Building,104783,BLD163422,(CKF) Storage Container No.1 (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Midlands Multi Purpose Health Centre (MMPHC),Site,102169,East Wing,Building,101811,BLD163216,MMPHC East Wing (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Clarence Community Health Centre (Integrated Care Centre) (CCHC),Site,102180,Community Health Centre,Building,101673,BLD163312,Integrated Care Centre  Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Glenorchy Health Centre (GHC),Site,102121,Community Health Centre,Building,101774,BLD163320,GHC Community Health Centre (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,Mersey Community Hospital Precinct (MCHP),Site,102140,Community Hospital,Building,101944,BLD163121,MCHP Community Hospital (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,D Block - Infill building,Building,101895,BLD163120,RHHP D Block - Infill building (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - F Block,Building,101859,BLD163258,RHHP RHH - F Block (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - K Block,Building,101860,BLD163332,RHHP RHH - K Block (BUILDING),Active
DoH Tasmania,Organisation,100095,North,Region,100092,Launceston General Hospital Precinct (LGHP),Site,102143,Launceston General Hospital,Building,101923,BLD163107,LGHP Launceston General Hospital (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Tasman Multi Purpose Service Centre Precinct (TMPSCP),Site,102166,A Block,Building,102044,BLD163210,TMPSCP A Block (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - C Block,Building,101869,BLD163111,RHHP RHH - C Block (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - D Block,Building,101871,BLD163117,RHHP RHH - D Block (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - E Block,Building,101879,BLD163119,RHHP RHH - E Block (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Royal Hobart Hospital Precinct (RHHP),Site,102125,RHH - H Block,Building,101870,BLD163113,RHHP RHH - H Block (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,New Norfolk District Hospital and Community Health Centre (NNDHCHC),Site,102158,A Block,Building,101680,BLD163375,NNDHCHC A Block (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,Telstra Building,Site,105005,Telstra,Building,101875,BLD163078,RHHP Telstra (BUILDING),Active
DoH Tasmania,Organisation,100095,South,Region,100094,56 Collins St,Site,105004,Sexual Health Services,Building,104873,BLD163428,Sexual Health Services (BUILDING),Active
DoH Tasmania,Organisation,100095,North West,Region,100093,North West Regional Hospital Precinct (NWRHP),Site,102107,Major Hospital,Building,101989,BLD163379,NWRHP Major Hospital (BUILDING),Active
